mov_id,fecha,mes,anio,cuenta_id,contraparte_id,categoria_id,instrumento_id,descripcion,monto,moneda,tasa_cambio
20231231-001,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-150920,CLP,
20231231-002,2023-12-31,12,2023,CTA_003,,,,Patrimonio,150920,CLP,
20231231-003,2023-12-31,12,2023,,,CAT_033,,Patrimonio,196211,CLP,
20231231-004,2023-12-31,12,2023,,,,INS_001,Patrimonio,-196211,CLP,
20231231-005,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-122508,CLP,
20231231-006,2023-12-31,12,2023,CTA_004,,,,Patrimonio,122508,CLP,
20231231-007,2023-12-31,12,2023,,,CAT_033,,Patrimonio,179726,CLP,
20231231-008,2023-12-31,12,2023,,,,INS_007,Patrimonio,-179726,CLP,
20231231-009,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-643,CLP,
20231231-010,2023-12-31,12,2023,CTA_001,,,,Patrimonio,643,CLP,
20231231-011,2023-12-31,12,2023,,,CAT_033,,Patrimonio,948035,CLP,
20231231-012,2023-12-31,12,2023,,,,INS_002,Patrimonio,-948035,CLP,
20231231-013,2023-12-31,12,2023,,,CAT_033,,Patrimonio,40236,CLP,
20231231-014,2023-12-31,12,2023,,CTR_023,,,Patrimonio,-40236,CLP,
20231231-015,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-335096,CLP,
20231231-016,2023-12-31,12,2023,,,,INS_012,Patrimonio,335096,CLP,
20231231-017,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-6000,CLP,
20231231-018,2023-12-31,12,2023,CTA_014,,,,Patrimonio,6000,CLP,
20231231-019,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-53837,CLP,
20231231-020,2023-12-31,12,2023,,CTR_001,,,Patrimonio,53837,CLP,
20231231-021,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-269116,CLP,
20231231-022,2023-12-31,12,2023,,,,INS_010,Patrimonio,269116,CLP,
20231231-023,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-9490,CLP,
20231231-024,2023-12-31,12,2023,,CTR_004,,,Patrimonio,9490,CLP,
20231231-025,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-7500,CLP,
20231231-026,2023-12-31,12,2023,,CTR_003,,,Patrimonio,7500,CLP,
20231231-027,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-283598,CLP,
20231231-028,2023-12-31,12,2023,,,,INS_041,Patrimonio,283598,CLP,
20231231-029,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-6000,CLP,
20231231-030,2023-12-31,12,2023,,CTR_016,,,Patrimonio,6000,CLP,
20231231-031,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-1500,CLP,
20231231-032,2023-12-31,12,2023,,CTR_012,,,Patrimonio,1500,CLP,
20231231-033,2023-12-31,12,2023,,,CAT_033,,Patrimonio,100,CLP,
20231231-034,2023-12-31,12,2023,,CTR_008,,,Patrimonio,-100,CLP,
20231231-035,2023-12-31,12,2023,,,CAT_033,,Patrimonio,61,CLP,
20231231-036,2023-12-31,12,2023,,CTR_010,,,Patrimonio,-61,CLP,
20231231-037,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-55,CLP,
20231231-038,2023-12-31,12,2023,,CTR_009,,,Patrimonio,55,CLP,
20231231-039,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-7000,CLP,
20231231-040,2023-12-31,12,2023,,CTR_006,,,Patrimonio,7000,CLP,
20231231-041,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-2000,CLP,
20231231-042,2023-12-31,12,2023,,,,INS_013,Patrimonio,2000,CLP,
20231231-043,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-9,CLP,
20231231-044,2023-12-31,12,2023,,CTR_018,,,Patrimonio,9,CLP,
20231231-045,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-1,CLP,
20231231-046,2023-12-31,12,2023,,CTR_017,,,Patrimonio,1,CLP,
20231231-047,2023-12-31,12,2023,,,CAT_033,,Patrimonio,7082,CLP,
20231231-048,2023-12-31,12,2023,,CTR_019,,,Patrimonio,-7082,CLP,
20231231-049,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-45380,CLP,
20231231-050,2023-12-31,12,2023,,,,INS_014,Patrimonio,45380,CLP,
20231231-051,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-13050,CLP,
20231231-052,2023-12-31,12,2023,,,,INS_015,Patrimonio,13050,CLP,
20231231-053,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-1050,CLP,
20231231-054,2023-12-31,12,2023,,,,INS_024,Patrimonio,1050,CLP,
20231231-055,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-20082,CLP,
20231231-056,2023-12-31,12,2023,,,,INS_025,Patrimonio,20082,CLP,
20231231-057,2023-12-31,12,2023,,,CAT_033,,Patrimonio,-510978,CLP,
20231231-058,2023-12-31,12,2023,,,,INS_026,Patrimonio,510978,CLP,
20240102-001,2024-01-02,1,2024,CTA_003,,,,Pago de Tarjeta CMR,-150920,CLP,
20240102-002,2024-01-02,1,2024,,,,INS_001,Pago de Tarjeta CMR,150920,CLP,
20240101-001,2024-01-01,1,2024,CTA_004,,,,Dinero para pago de cuenta,500000,CLP,
20240101-002,2024-01-01,1,2024,,CTR_001,,,Dinero para pago de cuenta,-500000,CLP,
20240102-003,2024-01-02,1,2024,CTA_004,,,,Pago de cuenta Cencosud,-499717,CLP,
20240102-004,2024-01-02,1,2024,,CTR_001,,,Pago de cuenta Cencosud,499717,CLP,
20240102-005,2024-01-02,1,2024,CTA_003,,,,Traspaso de Fondos,15000,CLP,
20240102-006,2024-01-02,1,2024,CTA_004,,,,Traspaso de Fondos,-15000,CLP,
20240102-007,2024-01-02,1,2024,CTA_004,,,,Pago de 3 meses de Spotify,4500,CLP,
20240102-008,2024-01-02,1,2024,,CTR_005,,,Pago de 3 meses de Spotify,-4500,CLP,
20240103-001,2024-01-03,1,2024,CTA_003,,,,Pago de cuenta de Claro,-12922,CLP,
20240103-002,2024-01-03,1,2024,,CTR_001,,,Pago de cuenta de Claro,12922,CLP,
20240101-003,2024-01-01,1,2024,,,CAT_026,,Diferencia CMR,-1,CLP,
20240101-004,2024-01-01,1,2024,,,,INS_001,Diferencia CMR,1,CLP,
20240101-005,2024-01-01,1,2024,,CTR_001,,,Pago de Netflix,10700,CLP,
20240101-006,2024-01-01,1,2024,,,,INS_001,Pago de Netflix,-10700,CLP,
20240101-007,2024-01-01,1,2024,,,CAT_013,,Pago de Amazon,5790,CLP,
20240101-008,2024-01-01,1,2024,,,,INS_001,Pago de Amazon,-5790,CLP,
20240106-001,2024-01-06,1,2024,,,,INS_001,Pago de Spotify,-7050,CLP,
20240106-002,2024-01-06,1,2024,,,,INS_024,Pago de Spotify,7050,CLP,
20240108-001,2024-01-08,1,2024,,,CAT_002,,Compra de pasta termica,9997,CLP,
20240108-002,2024-01-08,1,2024,,,,INS_001,Compra de pasta termica,-9997,CLP,
20240115-001,2024-01-15,1,2024,,CTR_001,,,Compra Marca Canva,690,CLP,
20240115-002,2024-01-15,1,2024,,,,INS_001,Compra Marca Canva,-690,CLP,
20240108-003,2024-01-08,1,2024,,,CAT_002,,Compra SIN INFO,2500,CLP,
20240108-004,2024-01-08,1,2024,,,,INS_001,Compra SIN INFO,-2500,CLP,
20240103-003,2024-01-03,1,2024,CTA_004,,,,Retiro de Fondos,148000,CLP,
20240103-004,2024-01-03,1,2024,,,,INS_012,Retiro de Fondos,-148000,CLP,
20240103-005,2024-01-03,1,2024,CTA_004,,,,Pago de TC Santander Life,-133460,CLP,
20240103-006,2024-01-03,1,2024,,,,INS_007,Pago de TC Santander Life,133460,CLP,
20240103-007,2024-01-03,1,2024,CTA_001,,,,Traspaso de Fondos,122228,CLP,
20240103-008,2024-01-03,1,2024,CTA_004,,,,Traspaso de Fondos,-122228,CLP,
20240103-009,2024-01-03,1,2024,CTA_004,,,,Dinero para Peluquero,18000,CLP,
20240103-010,2024-01-03,1,2024,,CTR_001,,,Dinero para Peluquero,-18000,CLP,
20240103-011,2024-01-03,1,2024,CTA_004,,,,Dinero para pago de peluquero,-18000,CLP,
20240103-012,2024-01-03,1,2024,,CTR_001,,,Dinero para pago de peluquero,18000,CLP,
20240105-001,2024-01-05,1,2024,CTA_004,,,,Venta de dolares,11013,CLP,
20240105-002,2024-01-05,1,2024,,,,INS_010,Venta de dolares,-11013,CLP,
20240109-001,2024-01-09,1,2024,,,CAT_013,,Pago de Día de Pesca,20000,CLP,
20240109-002,2024-01-09,1,2024,CTA_004,,,,Pago de Día de Pesca,-20000,CLP,
20240106-003,2024-01-06,1,2024,,,CAT_026,,Intercambio de monedas de $500,-40000,CLP,
20240106-004,2024-01-06,1,2024,CTA_004,,,,Intercambio de monedas de $500,40000,CLP,
20240101-009,2024-01-01,1,2024,,,CAT_026,,Reajuste Cuotas Coopeuch,-12068,CLP,
20240101-010,2024-01-01,1,2024,,,,INS_041,Reajuste Cuotas Coopeuch,12068,CLP,
20240103-013,2024-01-03,1,2024,CTA_001,,,,Pago de TC Banco de Chile,-122871,CLP,
20240103-014,2024-01-03,1,2024,,,,INS_002,Pago de TC Banco de Chile,122871,CLP,
20240103-015,2024-01-03,1,2024,,,CAT_008,,Gasto por locomoción,1000,CLP,
20240103-016,2024-01-03,1,2024,CTA_014,,,,Gasto por locomoción,-1000,CLP,
20240101-011,2024-01-01,1,2024,,,CAT_026,,Pago por trabajo de loza,-10000,CLP,
20240101-012,2024-01-01,1,2024,,CTR_001,,,Pago por trabajo de loza,10000,CLP,
20240124-001,2024-01-24,1,2024,,CTR_001,,,Cobro a cuota de Editor de video,-54613,CLP,
20240124-002,2024-01-24,1,2024,,,,INS_028,Cobro a cuota de Editor de video,54613,CLP,
20240118-001,2024-01-18,1,2024,CTA_003,,,,Traspaso de Fondos,10912,CLP,
20240118-002,2024-01-18,1,2024,CTA_004,,,,Traspaso de Fondos,-10912,CLP,
20240118-003,2024-01-18,1,2024,,,CAT_013,,Compra de Game Pass,5990,CLP,
20240118-004,2024-01-18,1,2024,CTA_003,,,,Compra de Game Pass,-5990,CLP,
20240122-001,2024-01-22,1,2024,CTA_003,,,,Traspaso de Fondos,14000,CLP,
20240122-002,2024-01-22,1,2024,CTA_004,,,,Traspaso de Fondos,-14000,CLP,
20240122-003,2024-01-22,1,2024,CTA_003,,,,Compra de Palworld a María,-13950,CLP,
20240122-004,2024-01-22,1,2024,,CTR_003,,,Compra de Palworld a María,13950,CLP,
20240124-003,2024-01-24,1,2024,,,CAT_002,,Compra de Iriun Google Play,5300,CLP,
20240124-004,2024-01-24,1,2024,CTA_003,,,,Compra de Iriun Google Play,-5300,CLP,
20240115-003,2024-01-15,1,2024,,,CAT_013,,Pago mercado libre Lv6,5998,CLP,
20240115-004,2024-01-15,1,2024,,,,INS_001,Pago mercado libre Lv6,-5998,CLP,
20240116-001,2024-01-16,1,2024,,,,INS_001,Pago de suscripción Youtube Premium,-9200,CLP,
20240116-002,2024-01-16,1,2024,,,,INS_027,Pago de suscripción Youtube Premium,9200,CLP,
20240124-005,2024-01-24,1,2024,,CTR_001,,,Pago de el mercurio,9989,CLP,
20240124-006,2024-01-24,1,2024,,,,INS_001,Pago de el mercurio,-9989,CLP,
20240127-001,2024-01-27,1,2024,,,CAT_004,,Compra de Palworld Diego,15500,CLP,
20240127-002,2024-01-27,1,2024,,,,INS_001,Compra de Palworld Diego,-15500,CLP,
20240127-003,2024-01-27,1,2024,,,CAT_004,,Compra de Palworld Marcos,15500,CLP,
20240127-004,2024-01-27,1,2024,,,,INS_001,Compra de Palworld Marcos,-15500,CLP,
20240129-001,2024-01-29,1,2024,,,CAT_019,,Pago de servicio administración CMR,3858,CLP,
20240129-002,2024-01-29,1,2024,,,,INS_001,Pago de servicio administración CMR,-3858,CLP,
20240116-003,2024-01-16,1,2024,CTA_004,,,,Paogo de pack 5x5,15000,CLP,
20240116-004,2024-01-16,1,2024,,CTR_006,,,Paogo de pack 5x5,-15000,CLP,
20240122-005,2024-01-22,1,2024,CTA_004,,,,Pago de palworld,13950,CLP,
20240122-006,2024-01-22,1,2024,,CTR_003,,,Pago de palworld,-13950,CLP,
20240131-001,2024-01-31,1,2024,,,CAT_026,,Dinero dado,-7082,CLP,
20240131-002,2024-01-31,1,2024,,CTR_019,,,Dinero dado,7082,CLP,
20240129-003,2024-01-29,1,2024,CTA_004,,,,Pago de encomienda Lorena,-6800,CLP,
20240129-004,2024-01-29,1,2024,,CTR_001,,,Pago de encomienda Lorena,6800,CLP,
20240130-001,2024-01-30,1,2024,CTA_004,,,,Pago de encomienda,7000,CLP,
20240130-002,2024-01-30,1,2024,,CTR_001,,,Pago de encomienda,-7000,CLP,
20240129-005,2024-01-29,1,2024,CTA_004,,,,Pago de Spotify Susan,1500,CLP,
20240129-006,2024-01-29,1,2024,,CTR_021,,,Pago de Spotify Susan,-1500,CLP,
20240129-007,2024-01-29,1,2024,CTA_004,,,,Dinero nose pa que,53000,CLP,
20240129-008,2024-01-29,1,2024,,CTR_024,,,Dinero nose pa que,-53000,CLP,
20240124-007,2024-01-24,1,2024,,,CAT_026,,Dinero para compra de un juego,-23000,CLP,
20240124-008,2024-01-24,1,2024,CTA_004,,,,Dinero para compra de un juego,23000,CLP,
20240126-001,2024-01-26,1,2024,,,CAT_019,,Pago de Comisión Administración,4412,CLP,
20240126-002,2024-01-26,1,2024,,,,INS_002,Pago de Comisión Administración,-4412,CLP,
20240106-005,2024-01-06,1,2024,,CTR_005,,,Cobro de Spotify,1500,CLP,
20240106-006,2024-01-06,1,2024,,,,INS_024,Cobro de Spotify,-1500,CLP,
20240106-007,2024-01-06,1,2024,,CTR_012,,,Cobro de Spotify,1500,CLP,
20240106-008,2024-01-06,1,2024,,,,INS_024,Cobro de Spotify,-1500,CLP,
20240106-009,2024-01-06,1,2024,,CTR_003,,,Cobro de Spotify,1500,CLP,
20240106-010,2024-01-06,1,2024,,,,INS_024,Cobro de Spotify,-1500,CLP,
20240106-011,2024-01-06,1,2024,,CTR_021,,,Cobro de Spotify,1500,CLP,
20240106-012,2024-01-06,1,2024,,,,INS_024,Cobro de Spotify,-1500,CLP,
20240106-013,2024-01-06,1,2024,,,CAT_013,,Gasto de spotify 2 meses,2100,CLP,
20240106-014,2024-01-06,1,2024,,,,INS_024,Gasto de spotify 2 meses,-2100,CLP,
20240116-005,2024-01-16,1,2024,,CTR_004,,,Cobro de Youtube Premium,2500,CLP,
20240116-006,2024-01-16,1,2024,,,,INS_027,Cobro de Youtube Premium,-2500,CLP,
20240116-007,2024-01-16,1,2024,,CTR_003,,,Cobro de Youtube Premium,2500,CLP,
20240116-008,2024-01-16,1,2024,,,,INS_027,Cobro de Youtube Premium,-2500,CLP,
20240116-009,2024-01-16,1,2024,,CTR_001,,,Cobro de Youtube Premium,6000,CLP,
20240116-010,2024-01-16,1,2024,,,,INS_027,Cobro de Youtube Premium,-6000,CLP,
20240116-011,2024-01-16,1,2024,,,CAT_026,,Diferencia Youtube Premium,-1800,CLP,
20240116-012,2024-01-16,1,2024,,,,INS_027,Diferencia Youtube Premium,1800,CLP,
20240124-009,2024-01-24,1,2024,,,CAT_026,,Cobro de Pack 5x5,-7000,CLP,
20240124-010,2024-01-24,1,2024,,CTR_004,,,Cobro de Pack 5x5,7000,CLP,
20240124-011,2024-01-24,1,2024,,,CAT_026,,Cobro de Pack 5x4,-6000,CLP,
20240124-012,2024-01-24,1,2024,,CTR_016,,,Cobro de Pack 5x4,6000,CLP,
20240124-013,2024-01-24,1,2024,,,CAT_026,,Cobro de Pack 5x5,-7000,CLP,
20240124-014,2024-01-24,1,2024,,CTR_006,,,Cobro de Pack 5x5,7000,CLP,
20240124-015,2024-01-24,1,2024,,CTR_001,,,Cobro de McAfee,5990,CLP,
20240124-016,2024-01-24,1,2024,,,,INS_014,Cobro de McAfee,-5990,CLP,
20240124-017,2024-01-24,1,2024,,CTR_001,,,Cobro de Microsoft ,6990,CLP,
20240124-018,2024-01-24,1,2024,,,,INS_015,Cobro de Microsoft ,-6990,CLP,
20240124-019,2024-01-24,1,2024,,CTR_001,,,Cobro de Entradas (3/3),23309,CLP,
20240124-020,2024-01-24,1,2024,,,,INS_025,Cobro de Entradas (3/3),-23309,CLP,
20240124-021,2024-01-24,1,2024,,CTR_001,,,Cobro editor vido alexis (1/3),18204,CLP,
20240124-022,2024-01-24,1,2024,,,,INS_028,Cobro editor vido alexis (1/3),-18204,CLP,
20240124-023,2024-01-24,1,2024,,CTR_001,,,Cobro de PC Alexis (1/12),53533,CLP,
20240124-024,2024-01-24,1,2024,,,,INS_026,Cobro de PC Alexis (1/12),-53533,CLP,
20240124-025,2024-01-24,1,2024,,,CAT_026,,Trabajo Cocina,-20000,CLP,
20240124-026,2024-01-24,1,2024,,CTR_001,,,Trabajo Cocina,20000,CLP,
20240131-003,2024-01-31,1,2024,CTA_004,,,,Dinero Cumple Diego,-53000,CLP,
20240131-004,2024-01-31,1,2024,,,,INS_012,Dinero Cumple Diego,53000,CLP,
20240124-027,2024-01-24,1,2024,CTA_004,,,,Dinero cumple Diego,35000,CLP,
20240124-028,2024-01-24,1,2024,,CTR_024,,,Dinero cumple Diego,-35000,CLP,
20240125-001,2024-01-25,1,2024,CTA_004,,,,Dinero cumple Diego,-35000,CLP,
20240125-002,2024-01-25,1,2024,,,,INS_012,Dinero cumple Diego,35000,CLP,
20240124-029,2024-01-24,1,2024,CTA_003,,,,Dinero Practica Alexis,25000,CLP,
20240124-030,2024-01-24,1,2024,,CTR_024,,,Dinero Practica Alexis,-25000,CLP,
20240125-003,2024-01-25,1,2024,CTA_003,,,,Dinero para practica Alexis,-25000,CLP,
20240125-004,2024-01-25,1,2024,,,,INS_012,Dinero para practica Alexis,25000,CLP,
20240201-001,2024-02-01,2,2024,CTA_003,,,,Compra de juego de Diego,-1200,CLP,
20240201-002,2024-02-01,2,2024,,CTR_001,,,Compra de juego de Diego,1200,CLP,
20240206-001,2024-02-06,2,2024,CTA_003,,,,Traspaso de Fondos,141510,CLP,
20240206-002,2024-02-06,2,2024,CTA_004,,,,Traspaso de Fondos,-141510,CLP,
20240206-003,2024-02-06,2,2024,CTA_003,,,,Pago de CMR,-142060,CLP,
20240206-004,2024-02-06,2,2024,,,,INS_001,Pago de CMR,142060,CLP,
20240201-003,2024-02-01,2,2024,,,CAT_026,,Diferencia CMR,-2,CLP,
20240201-004,2024-02-01,2,2024,,,,INS_001,Diferencia CMR,2,CLP,
20240130-003,2024-01-30,1,2024,,CTR_001,,,Suscripción Netflix,10700,CLP,
20240130-004,2024-01-30,1,2024,,,,INS_001,Suscripción Netflix,-10700,CLP,
20240206-005,2024-02-06,2,2024,,,,INS_001,Suscripción Spotify,-7050,CLP,
20240206-006,2024-02-06,2,2024,,,,INS_024,Suscripción Spotify,7050,CLP,
20240207-001,2024-02-07,2,2024,,,,INS_001,Suscripción Amazon Prime,-5790,CLP,
20240207-002,2024-02-07,2,2024,,,,INS_029,Suscripción Amazon Prime,5790,CLP,
20240213-001,2024-02-13,2,2024,,CTR_001,,,Pago de Geometry Dash Diego,1900,CLP,
20240213-002,2024-02-13,2,2024,,,,INS_001,Pago de Geometry Dash Diego,-1900,CLP,
20240214-001,2024-02-14,2,2024,,,CAT_013,,Pago de Mercado Libre Lv6,5998,CLP,
20240214-002,2024-02-14,2,2024,,,,INS_001,Pago de Mercado Libre Lv6,-5998,CLP,
20240216-001,2024-02-16,2,2024,,CTR_001,,,Compra de mercaderia santa isabel,17176,CLP,
20240216-002,2024-02-16,2,2024,,,,INS_001,Compra de mercaderia santa isabel,-17176,CLP,
20240216-003,2024-02-16,2,2024,,,,INS_001,Pago de Youtube Premium,-9200,CLP,
20240216-004,2024-02-16,2,2024,,,,INS_027,Pago de Youtube Premium,9200,CLP,
20240217-001,2024-02-17,2,2024,,CTR_001,,,Pago viaje UBER,4576,CLP,
20240217-002,2024-02-17,2,2024,,,,INS_001,Pago viaje UBER,-4576,CLP,
20240220-001,2024-02-20,2,2024,,CTR_001,,,Pago compra de pan,3044,CLP,
20240220-002,2024-02-20,2,2024,,,,INS_001,Pago compra de pan,-3044,CLP,
20240202-001,2024-02-02,2,2024,CTA_004,,,,Dinero para pago cuenta Cencosud,500000,CLP,
20240202-002,2024-02-02,2,2024,,CTR_001,,,Dinero para pago cuenta Cencosud,-500000,CLP,
20240202-003,2024-02-02,2,2024,CTA_004,,,,Pago cuenta Cencosud,-499728,CLP,
20240202-004,2024-02-02,2,2024,,CTR_001,,,Pago cuenta Cencosud,499728,CLP,
20240202-005,2024-02-02,2,2024,CTA_004,,,,Retiro por compra de juego,15500,CLP,
20240202-006,2024-02-02,2,2024,,,,INS_012,Retiro por compra de juego,-15500,CLP,
20240202-007,2024-02-02,2,2024,,,CAT_026,,Retiro por compra de juego,-15500,CLP,
20240202-008,2024-02-02,2,2024,,CTR_023,,,Retiro por compra de juego,15500,CLP,
20240202-009,2024-02-02,2,2024,CTA_004,,,,Dinero para corte de pelo,18000,CLP,
20240202-010,2024-02-02,2,2024,,CTR_001,,,Dinero para corte de pelo,-18000,CLP,
20240202-011,2024-02-02,2,2024,CTA_004,,,,Pago corte Alexis,-11000,CLP,
20240202-012,2024-02-02,2,2024,,CTR_001,,,Pago corte Alexis,11000,CLP,
20240205-001,2024-02-05,2,2024,CTA_004,,,,Pago cuenta Lorena,180000,CLP,
20240205-002,2024-02-05,2,2024,,CTR_001,,,Pago cuenta Lorena,-180000,CLP,
20240205-003,2024-02-05,2,2024,CTA_004,,,,Pago bencina Shell,-20000,CLP,
20240205-004,2024-02-05,2,2024,,CTR_001,,,Pago bencina Shell,20000,CLP,
20240205-005,2024-02-05,2,2024,CTA_004,,,,Regalo cumple Alexis,-15000,CLP,
20240205-006,2024-02-05,2,2024,,,,INS_030,Regalo cumple Alexis,15000,CLP,
20240205-007,2024-02-05,2,2024,,CTR_001,,,Dinero para regalo Alexis,10000,CLP,
20240205-008,2024-02-05,2,2024,,,,INS_030,Dinero para regalo Alexis,-10000,CLP,
20240205-009,2024-02-05,2,2024,,,CAT_004,,Dinero para regalo de Alexis,5000,CLP,
20240205-010,2024-02-05,2,2024,,,,INS_030,Dinero para regalo de Alexis,-5000,CLP,
20240206-007,2024-02-06,2,2024,CTA_004,,,,Pago cuenta Entel,-5802,CLP,
20240206-008,2024-02-06,2,2024,,CTR_001,,,Pago cuenta Entel,5802,CLP,
20240206-009,2024-02-06,2,2024,CTA_004,,,,Pago Santander Life,-9440,CLP,
20240206-010,2024-02-06,2,2024,,,,INS_007,Pago Santander Life,9440,CLP,
20240208-001,2024-02-08,2,2024,CTA_004,,,,Pago deuda Sebastian,12000,CLP,
20240208-002,2024-02-08,2,2024,,CTR_016,,,Pago deuda Sebastian,-12000,CLP,
20240213-003,2024-02-13,2,2024,CTA_004,,,,Retiro de Fondos Fintual,20000,CLP,
20240213-004,2024-02-13,2,2024,,,,INS_012,Retiro de Fondos Fintual,-20000,CLP,
20240213-005,2024-02-13,2,2024,CTA_001,,,,Transferencia de Fondos,94038,CLP,
20240213-006,2024-02-13,2,2024,CTA_004,,,,Transferencia de Fondos,-94038,CLP,
20240216-005,2024-02-16,2,2024,CTA_004,,,,Dinero para compra de mercadería,50000,CLP,
20240216-006,2024-02-16,2,2024,,CTR_001,,,Dinero para compra de mercadería,-50000,CLP,
20240216-007,2024-02-16,2,2024,CTA_004,,,,Diferencia compra mercaeróia,-32000,CLP,
20240216-008,2024-02-16,2,2024,,CTR_001,,,Diferencia compra mercaeróia,32000,CLP,
20240219-001,2024-02-19,2,2024,CTA_004,,,,Dinero por pago de Uber,4600,CLP,
20240219-002,2024-02-19,2,2024,,CTR_001,,,Dinero por pago de Uber,-4600,CLP,
20240219-003,2024-02-19,2,2024,CTA_004,,,,Pago de deuda Franco,11500,CLP,
20240219-004,2024-02-19,2,2024,,CTR_003,,,Pago de deuda Franco,-11500,CLP,
20240220-003,2024-02-20,2,2024,CTA_004,,,,Dinero por compra de pan,3100,CLP,
20240220-004,2024-02-20,2,2024,,CTR_001,,,Dinero por compra de pan,-3100,CLP,
20240201-005,2024-02-01,2,2024,,,CAT_026,,Dinero por reverso Comisión,-1829,CLP,
20240201-006,2024-02-01,2,2024,,,,INS_007,Dinero por reverso Comisión,1829,CLP,
20240201-007,2024-02-01,2,2024,,,CAT_019,,Diferencia Por cobros e intereses,88204,CLP,
20240201-008,2024-02-01,2,2024,,,,INS_002,Diferencia Por cobros e intereses,-88204,CLP,
20240213-007,2024-02-13,2,2024,CTA_001,,,,Pago TC Chile,-94038,CLP,
20240213-008,2024-02-13,2,2024,,,,INS_002,Pago TC Chile,94038,CLP,
20240220-005,2024-02-20,2,2024,CTA_004,,,,Traspaso de Fondos,-20580,CLP,
20240220-006,2024-02-20,2,2024,CTA_006,,,,Traspaso de Fondos,20580,CLP,
20240220-007,2024-02-20,2,2024,CTA_006,,,,Pago de cuotas de participación,-20580,CLP,
20240220-008,2024-02-20,2,2024,,,,INS_041,Pago de cuotas de participación,20580,CLP,
20240220-009,2024-02-20,2,2024,CTA_003,,,,Traspaso de Fondos,26696,CLP,
20240220-010,2024-02-20,2,2024,CTA_004,,,,Traspaso de Fondos,-26696,CLP,
20240220-011,2024-02-20,2,2024,CTA_003,,,,Abono CMR,-26696,CLP,
20240220-012,2024-02-20,2,2024,,,,INS_001,Abono CMR,26696,CLP,
20240220-013,2024-02-20,2,2024,,,CAT_026,,Diferencia por pago de entradas,-3227,CLP,
20240220-014,2024-02-20,2,2024,,,,INS_025,Diferencia por pago de entradas,3227,CLP,
20240206-011,2024-02-06,2,2024,,CTR_021,,,Cobro Spotify,1500,CLP,
20240206-012,2024-02-06,2,2024,,,,INS_024,Cobro Spotify,-1500,CLP,
20240206-013,2024-02-06,2,2024,,CTR_003,,,Cobro Spotify,1500,CLP,
20240206-014,2024-02-06,2,2024,,,,INS_024,Cobro Spotify,-1500,CLP,
20240206-015,2024-02-06,2,2024,,CTR_005,,,Cobro de Spotify,1500,CLP,
20240206-016,2024-02-06,2,2024,,,,INS_024,Cobro de Spotify,-1500,CLP,
20240206-017,2024-02-06,2,2024,,CTR_012,,,Cobro Spotify,1500,CLP,
20240206-018,2024-02-06,2,2024,,,,INS_024,Cobro Spotify,-1500,CLP,
20240222-001,2024-02-22,2,2024,,,CAT_002,,Compra de pasta termica,10920,CLP,
20240222-002,2024-02-22,2,2024,,,,INS_001,Compra de pasta termica,-10920,CLP,
20240223-001,2024-02-23,2,2024,CTA_004,,,,Dinero para compra de zapatillas,50000,CLP,
20240223-002,2024-02-23,2,2024,,CTR_001,,,Dinero para compra de zapatillas,-50000,CLP,
20240223-003,2024-02-23,2,2024,CTA_004,,,,Dinero para compra de Mercado Libre,42000,CLP,
20240223-004,2024-02-23,2,2024,,CTR_001,,,Dinero para compra de Mercado Libre,-42000,CLP,
20240223-005,2024-02-23,2,2024,CTA_003,,,,Traspaso de Fondos,41670,CLP,
20240223-006,2024-02-23,2,2024,CTA_004,,,,Traspaso de Fondos,-41670,CLP,
20240223-007,2024-02-23,2,2024,CTA_004,,,,Pago de deuda de Michell,28500,CLP,
20240223-008,2024-02-23,2,2024,,CTR_004,,,Pago de deuda de Michell,-28500,CLP,
20240226-001,2024-02-26,2,2024,CTA_003,,,,Traspaso de Fondos,50000,CLP,
20240226-002,2024-02-26,2,2024,CTA_004,,,,Traspaso de Fondos,-50000,CLP,
20240228-001,2024-02-28,2,2024,CTA_004,,,,Pago de Uber Papá/Pago aspirado/Pago juego Diego,20000,CLP,
20240228-002,2024-02-28,2,2024,,CTR_001,,,Pago de Uber Papá/Pago aspirado/Pago juego Diego,-20000,CLP,
