mov_id,fecha,mes,anio,cuenta_id,contraparte_id,categoria_id,instrumento_id,descripcion,monto,moneda,tasa_cambio
20240703-015,2024-07-03,7,2024,CTA_014,,,,Traspaso de Fondos,-10000,CLP,
20240703-016,2024-07-03,7,2024,,,,INS_030,Traspaso de Fondos,10000,CLP,
20240702-005,2024-07-02,7,2024,,,CAT_026,,Intereses en Fintual,-117,CLP,
20240702-006,2024-07-02,7,2024,,,,INS_012,Intereses en Fintual,117,CLP,
20240702-007,2024-07-02,7,2024,CTA_004,,,,Retiro de Dinero,40117,CLP,
20240702-008,2024-07-02,7,2024,,,,INS_012,Retiro de Dinero,-40117,CLP,
20240628-025,2024-06-28,6,2024,,,CAT_008,,Compra de pasaje Isla Negra,5000,CLP,
20240628-026,2024-06-28,6,2024,,,,INS_007,Compra de pasaje Isla Negra,-5000,CLP,
20240616-009,2024-06-16,6,2024,,,CAT_019,,Cargo Costo de Administración,1313,CLP,
20240616-010,2024-06-16,6,2024,,,,INS_007,Cargo Costo de Administración,-1313,CLP,
20240628-027,2024-06-28,6,2024,,,CAT_007,,Compra de Q10,7400,CLP,
20240628-028,2024-06-28,6,2024,,,,INS_007,Compra de Q10,-7400,CLP,
20240628-029,2024-06-28,6,2024,,,CAT_002,,Compra de Chinos,2980,CLP,
20240628-030,2024-06-28,6,2024,,,,INS_007,Compra de Chinos,-2980,CLP,
20240704-007,2024-07-04,7,2024,,,CAT_026,,Dinero dado por padres ,-20000,CLP,
20240704-008,2024-07-04,7,2024,CTA_014,,,,Dinero dado por padres ,20000,CLP,
20240703-017,2024-07-03,7,2024,CTA_003,,,,Inversión en DaP,-513940,CLP,
20240703-018,2024-07-03,7,2024,,,,INS_031,Inversión en DaP,513940,CLP,
20240704-009,2024-07-04,7,2024,CTA_004,,,,Traspaso de Fondos,-11290,CLP,
20240704-010,2024-07-04,7,2024,CTA_006,,,,Traspaso de Fondos,11290,CLP,
20240704-011,2024-07-04,7,2024,CTA_006,,,,Pago de cuotas de participación,-10290,CLP,
20240704-012,2024-07-04,7,2024,,,,INS_041,Pago de cuotas de participación,10290,CLP,
20240704-013,2024-07-04,7,2024,CTA_006,,,,Ahorro de Vivienda,-1000,CLP,
20240704-014,2024-07-04,7,2024,,,,INS_013,Ahorro de Vivienda,1000,CLP,
20240705-001,2024-07-05,7,2024,CTA_004,,,,Pago de Santander Life,-8314,CLP,
20240705-002,2024-07-05,7,2024,,,,INS_007,Pago de Santander Life,8314,CLP,
20240708-001,2024-07-08,7,2024,CTA_003,,,,Intercambio de dinero,20000,CLP,
20240708-002,2024-07-08,7,2024,CTA_014,,,,Intercambio de dinero,-20000,CLP,
20240709-001,2024-07-09,7,2024,CTA_003,,,,Retiro de DaP,514420,CLP,
20240709-002,2024-07-09,7,2024,,,,INS_031,Retiro de DaP,-514420,CLP,
20240709-003,2024-07-09,7,2024,,,CAT_026,,Intereses ganados por DaP,-480,CLP,
20240709-004,2024-07-09,7,2024,,,,INS_031,Intereses ganados por DaP,480,CLP,
20240703-019,2024-07-03,7,2024,CTA_004,,,,Compra de desorante,-6000,CLP,
20240703-020,2024-07-03,7,2024,,CTR_001,,,Compra de desorante,6000,CLP,
20240708-003,2024-07-08,7,2024,,,CAT_013,,Compra de juego en Steam,6799,CLP,
20240708-004,2024-07-08,7,2024,,,,INS_007,Compra de juego en Steam,-6799,CLP,
20240709-005,2024-07-09,7,2024,CTA_001,,,,Traspaso de Fondos,371974,CLP,
20240709-006,2024-07-09,7,2024,CTA_003,,,,Traspaso de Fondos,-371974,CLP,
20240709-007,2024-07-09,7,2024,CTA_001,,,,Pago de TC BChile,-371974,CLP,
20240709-008,2024-07-09,7,2024,,,,INS_002,Pago de TC BChile,371974,CLP,
20240701-021,2024-07-01,7,2024,CTA_002,,,,Devolución de Capial,31475,CLP,
20240701-022,2024-07-01,7,2024,,,,INS_011,Devolución de Capial,-31475,CLP,
20240709-009,2024-07-09,7,2024,CTA_011,,,,Traspaso de Fondos,100000,CLP,
20240709-010,2024-07-09,7,2024,,,,INS_002,Traspaso de Fondos,-100000,CLP,
20240709-011,2024-07-09,7,2024,CTA_008,,,,Traspaso de Fondos,50000,CLP,
20240709-012,2024-07-09,7,2024,,,,INS_002,Traspaso de Fondos,-50000,CLP,
20240709-013,2024-07-09,7,2024,CTA_004,,,,Pago de dentista,-30000,CLP,
20240709-014,2024-07-09,7,2024,,CTR_001,,,Pago de dentista,30000,CLP,
20240709-015,2024-07-09,7,2024,CTA_004,,,,Dinero para pago de dentista,15000,CLP,
20240709-016,2024-07-09,7,2024,,CTR_001,,,Dinero para pago de dentista,-15000,CLP,
20240709-017,2024-07-09,7,2024,CTA_002,,,,Traspaso de Fondos,-106105,CLP,
20240709-018,2024-07-09,7,2024,CTA_003,,,,Traspaso de Fondos,106105,CLP,
20240709-019,2024-07-09,7,2024,CTA_003,,,,Intercambio de dinero,20000,CLP,
20240709-020,2024-07-09,7,2024,CTA_014,,,,Intercambio de dinero,-20000,CLP,
20240709-021,2024-07-09,7,2024,CTA_003,,,,Traspaso de Fondos,169513,CLP,
20240709-022,2024-07-09,7,2024,CTA_004,,,,Traspaso de Fondos,-169513,CLP,
20240709-023,2024-07-09,7,2024,CTA_004,,,,Traspaso de Fondos,50000,CLP,
20240709-024,2024-07-09,7,2024,CTA_008,,,,Traspaso de Fondos,-50000,CLP,
20240709-025,2024-07-09,7,2024,CTA_004,,,,Traspaso de Fondos,100000,CLP,
20240709-026,2024-07-09,7,2024,CTA_011,,,,Traspaso de Fondos,-100000,CLP,
20240709-027,2024-07-09,7,2024,CTA_003,,,,Pago de TC CMR Falabella,-440980,CLP,
20240709-028,2024-07-09,7,2024,,,,INS_001,Pago de TC CMR Falabella,440980,CLP,
20240702-009,2024-07-02,7,2024,,,CAT_013,,Pago de Amazon,5790,CLP,
20240702-010,2024-07-02,7,2024,,,,INS_001,Pago de Amazon,-5790,CLP,
20240706-001,2024-07-06,7,2024,,,CAT_013,,Pago de Spotify,7050,CLP,
20240706-002,2024-07-06,7,2024,,,,INS_001,Pago de Spotify,-7050,CLP,
20240709-029,2024-07-09,7,2024,CTA_004,,,,Pago de pack 5x5,12000,CLP,
20240709-030,2024-07-09,7,2024,,CTR_016,,,Pago de pack 5x5,-12000,CLP,
20240709-031,2024-07-09,7,2024,,CTR_001,,,Compra de mercaderia Santa Isabel,5747,CLP,
20240709-032,2024-07-09,7,2024,,,,INS_002,Compra de mercaderia Santa Isabel,-5747,CLP,
20240709-033,2024-07-09,7,2024,CTA_010,,,,Compra de mercaderia en Santa Isabel,-12258,CLP,
20240709-034,2024-07-09,7,2024,,CTR_001,,,Compra de mercaderia en Santa Isabel,12258,CLP,
20240705-003,2024-07-05,7,2024,,,CAT_003,,Compra de Smothie,3500,CLP,
20240705-004,2024-07-05,7,2024,CTA_010,,,,Compra de Smothie,-3500,CLP,
20240701-023,2024-07-01,7,2024,,,CAT_002,,Compra de nose que,800,CLP,
20240701-024,2024-07-01,7,2024,CTA_010,,,,Compra de nose que,-800,CLP,
20240617-001,2024-06-17,6,2024,,,CAT_002,,Compra de nose que,1400,CLP,
20240617-002,2024-06-17,6,2024,CTA_010,,,,Compra de nose que,-1400,CLP,
20240710-001,2024-07-10,7,2024,,,CAT_003,,Pago de pizza,3300,CLP,
20240710-002,2024-07-10,7,2024,CTA_004,,,,Pago de pizza,-3300,CLP,
20240710-003,2024-07-10,7,2024,CTA_004,,,,Pago de deuda,3000,CLP,
20240710-004,2024-07-10,7,2024,,CTR_012,,,Pago de deuda,-3000,CLP,
20240709-035,2024-07-09,7,2024,CTA_004,,,,Devolución de acciones de Vanessa,27675,CLP,
20240709-036,2024-07-09,7,2024,,,,INS_011,Devolución de acciones de Vanessa,-27675,CLP,
20240710-005,2024-07-10,7,2024,CTA_004,,,,Pago de deuda,19000,CLP,
20240710-006,2024-07-10,7,2024,,CTR_004,,,Pago de deuda,-19000,CLP,
20240710-007,2024-07-10,7,2024,CTA_004,,,,Traspaso de Fondos,17000,CLP,
20240710-008,2024-07-10,7,2024,CTA_014,,,,Traspaso de Fondos,-17000,CLP,
20240710-009,2024-07-10,7,2024,,,CAT_003,,Pago de queso comprado en feria,3000,CLP,
20240710-010,2024-07-10,7,2024,CTA_014,,,,Pago de queso comprado en feria,-3000,CLP,
20240710-011,2024-07-10,7,2024,,,CAT_002,,Gasto de nose que,238,CLP,
20240710-012,2024-07-10,7,2024,,,,INS_007,Gasto de nose que,-238,CLP,
20240709-037,2024-07-09,7,2024,,CTR_001,,,Pago de boleta Entel,8992,CLP,
20240709-038,2024-07-09,7,2024,,,,INS_001,Pago de boleta Entel,-8992,CLP,
20240710-013,2024-07-10,7,2024,,,CAT_003,,Compra de botella de agua,800,CLP,
20240710-014,2024-07-10,7,2024,,,,INS_001,Compra de botella de agua,-800,CLP,
20240710-015,2024-07-10,7,2024,,,CAT_013,,Compra de entradas a concierto de Bethoven,13200,CLP,
20240710-016,2024-07-10,7,2024,,,,INS_001,Compra de entradas a concierto de Bethoven,-13200,CLP,
20240709-039,2024-07-09,7,2024,,,CAT_008,,Gasto en Locomoción,2000,CLP,
20240709-040,2024-07-09,7,2024,CTA_014,,,,Gasto en Locomoción,-2000,CLP,
20240711-001,2024-07-11,7,2024,CTA_004,,,,Inversión en Acciones,-30000,CLP,
20240711-002,2024-07-11,7,2024,,,,INS_010,Inversión en Acciones,30000,CLP,
20240711-003,2024-07-11,7,2024,,,CAT_013,,Compra de Horizon,33600,CLP,
20240711-004,2024-07-11,7,2024,,,,INS_001,Compra de Horizon,-33600,CLP,
20240712-001,2024-07-12,7,2024,,,CAT_013,,Pago de Max,9990,CLP,
20240712-002,2024-07-12,7,2024,,,,INS_001,Pago de Max,-9990,CLP,
20240712-003,2024-07-12,7,2024,,CTR_001,,,Compra de tubo de gas,20400,CLP,
20240712-004,2024-07-12,7,2024,,,,INS_001,Compra de tubo de gas,-20400,CLP,
20240710-017,2024-07-10,7,2024,,,CAT_004,,Pago de tarifa a Vanessa,3800,CLP,
20240710-018,2024-07-10,7,2024,,,,INS_011,Pago de tarifa a Vanessa,-3800,CLP,
20240713-001,2024-07-13,7,2024,,,CAT_002,,Compra de ventilador para gabinete,20557,CLP,
20240713-002,2024-07-13,7,2024,,,,INS_001,Compra de ventilador para gabinete,-20557,CLP,
20240713-003,2024-07-13,7,2024,,CTR_001,,,Compra en Feria,8300,CLP,
20240713-004,2024-07-13,7,2024,,,,INS_001,Compra en Feria,-8300,CLP,
20240714-001,2024-07-14,7,2024,,CTR_001,,,Compra de suplementos en farmacia,15400,CLP,
20240714-002,2024-07-14,7,2024,,,,INS_001,Compra de suplementos en farmacia,-15400,CLP,
20240714-003,2024-07-14,7,2024,,CTR_001,,,Compra de pan en Gudari,6130,CLP,
20240714-004,2024-07-14,7,2024,,,,INS_001,Compra de pan en Gudari,-6130,CLP,
20240714-005,2024-07-14,7,2024,,CTR_001,,,Compra en carneceria al lado de farmacia maira,20700,CLP,
20240714-006,2024-07-14,7,2024,,,,INS_001,Compra en carneceria al lado de farmacia maira,-20700,CLP,
20240714-007,2024-07-14,7,2024,,CTR_001,,,Compra en carniceria frente a Kary,9988,CLP,
20240714-008,2024-07-14,7,2024,,,,INS_001,Compra en carniceria frente a Kary,-9988,CLP,
20240716-001,2024-07-16,7,2024,,,CAT_013,,Pago de Youtube Premium,9200,CLP,
20240716-002,2024-07-16,7,2024,,,,INS_001,Pago de Youtube Premium,-9200,CLP,
20240716-003,2024-07-16,7,2024,,CTR_001,,,Compra en Jumbo,104593,CLP,
20240716-004,2024-07-16,7,2024,,,,INS_001,Compra en Jumbo,-104593,CLP,
20240716-005,2024-07-16,7,2024,,CTR_001,,,Compra en Jumbo,12794,CLP,
20240716-006,2024-07-16,7,2024,,,,INS_001,Compra en Jumbo,-12794,CLP,
20240716-007,2024-07-16,7,2024,,,CAT_007,,Compra de saca acne,17990,CLP,
20240716-008,2024-07-16,7,2024,,,,INS_001,Compra de saca acne,-17990,CLP,
20240716-009,2024-07-16,7,2024,CTA_010,,,,Compra en Jumbo,-30917,CLP,
20240716-010,2024-07-16,7,2024,,CTR_001,,,Compra en Jumbo,30917,CLP,
20240716-011,2024-07-16,7,2024,CTA_004,,,,Prestamo de Padre,-5000,CLP,
20240716-012,2024-07-16,7,2024,,CTR_001,,,Prestamo de Padre,5000,CLP,
20240716-013,2024-07-16,7,2024,CTA_004,,,,Pago de deuda de franco,8000,CLP,
20240716-014,2024-07-16,7,2024,,CTR_003,,,Pago de deuda de franco,-8000,CLP,
20240713-005,2024-07-13,7,2024,CTA_004,,,,Compra de pescado en feria,-5000,CLP,
20240713-006,2024-07-13,7,2024,,CTR_001,,,Compra de pescado en feria,5000,CLP,
20240715-001,2024-07-15,7,2024,CTA_004,,,,Prestamo para viaje de Uber de Lorena,-4000,CLP,
20240715-002,2024-07-15,7,2024,,CTR_001,,,Prestamo para viaje de Uber de Lorena,4000,CLP,
20240715-003,2024-07-15,7,2024,CTA_004,,,,Prestamo para cargar gasolina,-30000,CLP,
20240715-004,2024-07-15,7,2024,,CTR_001,,,Prestamo para cargar gasolina,30000,CLP,
20240716-015,2024-07-16,7,2024,,CTR_001,,,Compra de pollos,29980,CLP,
20240716-016,2024-07-16,7,2024,,,,INS_002,Compra de pollos,-29980,CLP,
20240716-017,2024-07-16,7,2024,,,CAT_019,,Pago de intereses por prestamos,9171,CLP,
20240716-018,2024-07-16,7,2024,,,,INS_002,Pago de intereses por prestamos,-9171,CLP,
20240717-001,2024-07-17,7,2024,,CTR_001,,,Pago de huevos en feria,8300,CLP,
20240717-002,2024-07-17,7,2024,,,,INS_001,Pago de huevos en feria,-8300,CLP,
20240717-003,2024-07-17,7,2024,,CTR_001,,,Compra de fruta en Feria,9700,CLP,
20240717-004,2024-07-17,7,2024,,,,INS_001,Compra de fruta en Feria,-9700,CLP,
20240717-005,2024-07-17,7,2024,,,CAT_002,,Compra en Aliexpress,16739,CLP,
20240717-006,2024-07-17,7,2024,,,,INS_001,Compra en Aliexpress,-16739,CLP,
20240722-001,2024-07-22,7,2024,CTA_004,,,,Pago de deudas,100000,CLP,
20240722-002,2024-07-22,7,2024,,CTR_001,,,Pago de deudas,-100000,CLP,
20240721-001,2024-07-21,7,2024,CTA_004,,,,Traspaso de Fondos,20000,CLP,
20240721-002,2024-07-21,7,2024,CTA_014,,,,Traspaso de Fondos,-20000,CLP,
20240716-019,2024-07-16,7,2024,,,CAT_019,,Pago de gasto de Administración,1315,CLP,
20240716-020,2024-07-16,7,2024,,,,INS_007,Pago de gasto de Administración,-1315,CLP,
20240720-001,2024-07-20,7,2024,,,CAT_026,,Pago de diferencia de audifonos de Diego por Microfono,-20000,CLP,
20240720-002,2024-07-20,7,2024,CTA_014,,,,Pago de diferencia de audifonos de Diego por Microfono,20000,CLP,
20240723-001,2024-07-23,7,2024,,CTR_020,,,Pago de Roblox  mensual,3300,CLP,
20240723-002,2024-07-23,7,2024,,,,INS_001,Pago de Roblox  mensual,-3300,CLP,
20240724-001,2024-07-24,7,2024,,,CAT_013,,Pago de ChatGPT,19215,CLP,
20240724-002,2024-07-24,7,2024,,,,INS_001,Pago de ChatGPT,-19215,CLP,
20240724-003,2024-07-24,7,2024,,,CAT_002,,Compra de aplicación SpaceDesk,14900,CLP,
20240724-004,2024-07-24,7,2024,,,,INS_001,Compra de aplicación SpaceDesk,-14900,CLP,
20240723-003,2024-07-23,7,2024,,,CAT_002,,Compra de teclado en 3 cuotas,83991,CLP,
20240723-004,2024-07-23,7,2024,,,,INS_002,Compra de teclado en 3 cuotas,-83991,CLP,
20240722-003,2024-07-22,7,2024,,,CAT_013,,Pago suscripción MasterMind,14214,CLP,
20240722-004,2024-07-22,7,2024,,,,INS_004,Pago suscripción MasterMind,-14214,CLP,
20240726-001,2024-07-26,7,2024,,,CAT_026,,Pago de cuotas de Marcos 2-5,-82000,CLP,
20240726-002,2024-07-26,7,2024,CTA_004,,,,Pago de cuotas de Marcos 2-5,82000,CLP,
20240726-003,2024-07-26,7,2024,,,CAT_013,,Pago de cuota de monitor,29650,CLP,
20240726-004,2024-07-26,7,2024,CTA_004,,,,Pago de cuota de monitor,-29650,CLP,
20240706-003,2024-07-06,7,2024,,CTR_005,,,Cobro de Spotify,1500,CLP,
20240706-004,2024-07-06,7,2024,,,,INS_024,Cobro de Spotify,-1500,CLP,
20240724-005,2024-07-24,7,2024,,,CAT_026,,Cobro de Pack Streaming,-7000,CLP,
20240724-006,2024-07-24,7,2024,,CTR_006,,,Cobro de Pack Streaming,7000,CLP,
20240716-021,2024-07-16,7,2024,,CTR_004,,,Cobro de Youtube Premium,2500,CLP,
20240716-022,2024-07-16,7,2024,,,,INS_027,Cobro de Youtube Premium,-2500,CLP,
20240724-007,2024-07-24,7,2024,,,CAT_026,,Cobro Pack Streaming,-7000,CLP,
20240724-008,2024-07-24,7,2024,,CTR_004,,,Cobro Pack Streaming,7000,CLP,
20240706-005,2024-07-06,7,2024,,CTR_003,,,Cobro de Spotify,1500,CLP,
20240706-006,2024-07-06,7,2024,,,,INS_024,Cobro de Spotify,-1500,CLP,
20240716-023,2024-07-16,7,2024,,CTR_003,,,Cobro de Youtube Premium,2500,CLP,
20240716-024,2024-07-16,7,2024,,,,INS_027,Cobro de Youtube Premium,-2500,CLP,
20240716-025,2024-07-16,7,2024,,CTR_001,,,Cobro de Youtube Premium,7500,CLP,
20240716-026,2024-07-16,7,2024,,,,INS_027,Cobro de Youtube Premium,-7500,CLP,
20240724-009,2024-07-24,7,2024,,CTR_001,,,Cobro de cuota de PC,53533,CLP,
20240724-010,2024-07-24,7,2024,,,,INS_026,Cobro de cuota de PC,-53533,CLP,
20240724-011,2024-07-24,7,2024,,CTR_001,,,Cobro de McAfee,5990,CLP,
20240724-012,2024-07-24,7,2024,,,,INS_014,Cobro de McAfee,-5990,CLP,
20240724-013,2024-07-24,7,2024,,CTR_001,,,Cobro de Microsoft,6990,CLP,
20240724-014,2024-07-24,7,2024,,,,INS_015,Cobro de Microsoft,-6990,CLP,
20240706-007,2024-07-06,7,2024,,CTR_012,,,Cobro de Spotify,1500,CLP,
20240706-008,2024-07-06,7,2024,,,,INS_024,Cobro de Spotify,-1500,CLP,
20240724-015,2024-07-24,7,2024,,,CAT_026,,Cobro de Pack Streaming,-6000,CLP,
20240724-016,2024-07-24,7,2024,,CTR_016,,,Cobro de Pack Streaming,6000,CLP,
20240706-009,2024-07-06,7,2024,,CTR_021,,,Cobro de Spotify,1500,CLP,
20240706-010,2024-07-06,7,2024,,,,INS_024,Cobro de Spotify,-1500,CLP,
20240729-001,2024-07-29,7,2024,CTA_004,,,,Pago parcial de deuda,100000,CLP,
20240729-002,2024-07-29,7,2024,,CTR_001,,,Pago parcial de deuda,-100000,CLP,
20240728-001,2024-07-28,7,2024,,CTR_001,,,Compra de tubo de gas,18490,CLP,
20240728-002,2024-07-28,7,2024,,,,INS_002,Compra de tubo de gas,-18490,CLP,
20240726-005,2024-07-26,7,2024,,,CAT_019,,Pago de comisión mensual por mantención,4510,CLP,
20240726-006,2024-07-26,7,2024,,,,INS_002,Pago de comisión mensual por mantención,-4510,CLP,
20240730-001,2024-07-30,7,2024,,CTR_001,,,Pago de Netflix,11790,CLP,
20240730-002,2024-07-30,7,2024,,,,INS_001,Pago de Netflix,-11790,CLP,
20240729-003,2024-07-29,7,2024,,,CAT_019,,Pago de servicio de administración,3946,CLP,
20240729-004,2024-07-29,7,2024,,,,INS_001,Pago de servicio de administración,-3946,CLP,
20240728-003,2024-07-28,7,2024,,CTR_001,,,Viaje de uber a USM,8430,CLP,
20240728-004,2024-07-28,7,2024,,,,INS_001,Viaje de uber a USM,-8430,CLP,
20240727-001,2024-07-27,7,2024,,,CAT_013,,Compra de comida en Velada de Bethoven,4700,CLP,
20240727-002,2024-07-27,7,2024,,,,INS_001,Compra de comida en Velada de Bethoven,-4700,CLP,
20240731-001,2024-07-31,7,2024,,,CAT_026,,Diferencia de pesos,-7,CLP,
20240731-002,2024-07-31,7,2024,,,,INS_001,Diferencia de pesos,7,CLP,
20240731-003,2024-07-31,7,2024,,,CAT_002,,Diferencia de nose que,45,CLP,
20240731-004,2024-07-31,7,2024,,,,INS_007,Diferencia de nose que,-45,CLP,
20240731-005,2024-07-31,7,2024,CTA_003,,,,Traspaso de Fondos,414846,CLP,
20240731-006,2024-07-31,7,2024,CTA_004,,,,Traspaso de Fondos,-414846,CLP,
20240731-007,2024-07-31,7,2024,CTA_003,,,,Pago de CMR Falabella,-431930,CLP,
20240731-008,2024-07-31,7,2024,,,,INS_001,Pago de CMR Falabella,431930,CLP,
20240731-009,2024-07-31,7,2024,CTA_004,,,,Pago de Santander Life,-84046,CLP,
20240731-010,2024-07-31,7,2024,,,,INS_007,Pago de Santander Life,84046,CLP,
20240731-011,2024-07-31,7,2024,CTA_004,,,,Pago de deuda de Padres,258220,CLP,
20240731-012,2024-07-31,7,2024,,CTR_001,,,Pago de deuda de Padres,-258220,CLP,
20240706-011,2024-07-06,7,2024,,,CAT_026,,Ingresos por plataformas Streaming,-6000,CLP,
20240706-012,2024-07-06,7,2024,,,,INS_024,Ingresos por plataformas Streaming,6000,CLP,
20240716-027,2024-07-16,7,2024,,,CAT_026,,Ingresos por Youtube,-12500,CLP,
20240716-028,2024-07-16,7,2024,,,,INS_027,Ingresos por Youtube,12500,CLP,
20240801-001,2024-08-01,8,2024,CTA_004,,,,Venta de Tesla y de Dolares,313699,CLP,
20240801-002,2024-08-01,8,2024,,,,INS_010,Venta de Tesla y de Dolares,-313699,CLP,
20240801-003,2024-08-01,8,2024,,,CAT_026,,Ingresos por capitalización de acciones,-25596,CLP,
20240801-004,2024-08-01,8,2024,,,,INS_010,Ingresos por capitalización de acciones,25596,CLP,
20240801-005,2024-08-01,8,2024,CTA_001,,,,Traspaso de Fondos,344602,CLP,
20240801-006,2024-08-01,8,2024,CTA_004,,,,Traspaso de Fondos,-344602,CLP,
20240801-007,2024-08-01,8,2024,CTA_001,,,,Pago de TC Banco de Chile,-330355,CLP,
20240801-008,2024-08-01,8,2024,,,,INS_002,Pago de TC Banco de Chile,330355,CLP,
20240801-009,2024-08-01,8,2024,CTA_001,,,,Pago de TC USD Banco de Chile,-14247,CLP,
20240801-010,2024-08-01,8,2024,,,,INS_004,Pago de TC USD Banco de Chile,14247,CLP,
20240801-011,2024-08-01,8,2024,,,CAT_002,,Diferencia de Dolares,33,CLP,
20240801-012,2024-08-01,8,2024,,,,INS_004,Diferencia de Dolares,-33,CLP,
20240801-013,2024-08-01,8,2024,,,CAT_026,,Recarga de Junaeb,-45000,CLP,
20240801-014,2024-08-01,8,2024,CTA_010,,,,Recarga de Junaeb,45000,CLP,
20240801-015,2024-08-01,8,2024,,CTR_001,,,Pago de plan de Entel,8992,CLP,
20240801-016,2024-08-01,8,2024,,,,INS_001,Pago de plan de Entel,-8992,CLP,
20240801-017,2024-08-01,8,2024,,CTR_001,,,Compra en panaderia,3390,CLP,
20240801-018,2024-08-01,8,2024,,,,INS_001,Compra en panaderia,-3390,CLP,
20240801-019,2024-08-01,8,2024,,CTR_001,,,Compra en carniceria,14840,CLP,
20240801-020,2024-08-01,8,2024,,,,INS_001,Compra en carniceria,-14840,CLP,
20240801-021,2024-08-01,8,2024,,CTR_001,,,Compra de medicamentos,5790,CLP,
20240801-022,2024-08-01,8,2024,,,,INS_001,Compra de medicamentos,-5790,CLP,
20240801-023,2024-08-01,8,2024,CTA_004,,,,Pago de compras,24020,CLP,
20240801-024,2024-08-01,8,2024,,CTR_001,,,Pago de compras,-24020,CLP,
20240801-025,2024-08-01,8,2024,CTA_004,,,,Traspaso de Fondos,-10290,CLP,
20240801-026,2024-08-01,8,2024,CTA_006,,,,Traspaso de Fondos,10290,CLP,
20240801-027,2024-08-01,8,2024,CTA_006,,,,Pago de cuotas de participación,-10290,CLP,
20240801-028,2024-08-01,8,2024,,,,INS_041,Pago de cuotas de participación,10290,CLP,
20240728-005,2024-07-28,7,2024,,,CAT_026,,Dinero dado por abuelita,-10000,CLP,
20240728-006,2024-07-28,7,2024,CTA_014,,,,Dinero dado por abuelita,10000,CLP,
20240803-001,2024-08-03,8,2024,,,CAT_002,,Creo que me pago este juego,2200,CLP,
20240803-002,2024-08-03,8,2024,,CTR_020,,,Creo que me pago este juego,-2200,CLP,
20240803-003,2024-08-03,8,2024,CTA_014,,,,Pago de compras de juego de Diego,10000,CLP,
20240804-001,2024-08-04,8,2024,,CTR_020,,,Pago de compras de juego de Diego,-10000,CLP,
20240802-001,2024-08-02,8,2024,,,,INS_001,Pago de Amazon Prime,-5790,CLP,
20240802-002,2024-08-02,8,2024,,,,INS_016,Pago de Amazon Prime,5790,CLP,
20240805-001,2024-08-05,8,2024,,CTR_001,,,Compra de Simparica y Desparasitación,41000,CLP,
20240805-002,2024-08-05,8,2024,,,,INS_001,Compra de Simparica y Desparasitación,-41000,CLP,
20240805-003,2024-08-05,8,2024,,CTR_001,,,Pago de boleta AutoPase,3485,CLP,
20240805-004,2024-08-05,8,2024,,,,INS_001,Pago de boleta AutoPase,-3485,CLP,
20240805-005,2024-08-05,8,2024,,,CAT_026,,Dinero para Locomoción de Padre,-3000,CLP,
20240805-006,2024-08-05,8,2024,CTA_014,,,,Dinero para Locomoción de Padre,3000,CLP,
20240802-003,2024-08-02,8,2024,CTA_004,,,,Dinero para el día del niño,60000,CLP,
20240802-004,2024-08-02,8,2024,,CTR_024,,,Dinero para el día del niño,-60000,CLP,
20240806-001,2024-08-06,8,2024,,CTR_001,,,Pago de Gasolinera Copec,30000,CLP,
20240806-002,2024-08-06,8,2024,,,,INS_001,Pago de Gasolinera Copec,-30000,CLP,
20240806-003,2024-08-06,8,2024,,CTR_019,,,Compra de mercaderia de Laura,34180,CLP,
20240806-004,2024-08-06,8,2024,,,,INS_001,Compra de mercaderia de Laura,-34180,CLP,
20240806-005,2024-08-06,8,2024,,CTR_001,,,Compra en Supermercado,19070,CLP,
20240806-006,2024-08-06,8,2024,,,,INS_001,Compra en Supermercado,-19070,CLP,
20240806-007,2024-08-06,8,2024,,CTR_001,,,Compra en Kary,10640,CLP,
20240806-008,2024-08-06,8,2024,,,,INS_001,Compra en Kary,-10640,CLP,
20240806-009,2024-08-06,8,2024,,,,INS_001,Pago de Spotify,-7050,CLP,
20240806-010,2024-08-06,8,2024,,,,INS_016,Pago de Spotify,7050,CLP,
20240806-011,2024-08-06,8,2024,,,CAT_026,,Cambio de monedas de $500,-45000,CLP,
20240806-012,2024-08-06,8,2024,,CTR_001,,,Cambio de monedas de $500,45000,CLP,
20240806-013,2024-08-06,8,2024,CTA_004,,,,Pago de Copec $20.000 y Cambio de monedas $45.000,65000,CLP,
20240806-014,2024-08-06,8,2024,,CTR_001,,,Pago de Copec $20.000 y Cambio de monedas $45.000,-65000,CLP,
20240806-015,2024-08-06,8,2024,CTA_004,,,,Pago de compra de mercadería,29710,CLP,
20240806-016,2024-08-06,8,2024,,CTR_001,,,Pago de compra de mercadería,-29710,CLP,
20240806-017,2024-08-06,8,2024,CTA_014,,,,Pago de compra de mercadería de Laura,40000,CLP,
20240806-018,2024-08-06,8,2024,,CTR_019,,,Pago de compra de mercadería de Laura,-40000,CLP,
20240806-019,2024-08-06,8,2024,,,CAT_026,,Dinero dado por compra de mercadería,-6084,CLP,
20240806-020,2024-08-06,8,2024,,CTR_019,,,Dinero dado por compra de mercadería,6084,CLP,
20240806-021,2024-08-06,8,2024,CTA_010,,,,Compra de mercadería,-45000,CLP,
20240806-022,2024-08-06,8,2024,,CTR_001,,,Compra de mercadería,45000,CLP,
20240807-001,2024-08-07,8,2024,,,CAT_026,,Dinero dado por Abuelita,-5000,CLP,
